,update,x01,x01a,x01b,x01c,x01d,x02,x02z01,x02z02,x02z03,x02z04,x06,x08,a01,a02,a03,a04,a05z01,a05z02,a06,a07,a08,a09,b01,b02a,b02b,b03,b04a,b04b,b04c,b04d,b04e,b04f,b05a,b05b,b05c,b05d,b05e,b05f,b06a,b06b,b06c,b06d,b06e,b07a,b07b,b07c,b08a,b08b01,b08b02,b09,b10,b11,b12a,b12b01,b12b02,b13a,b13b,b13c,b14a,b14b,b14c,b14d,b14e,b14f,b14g,b14h,c01,c02,c03a01,c03a02,c03b,c04,c05z01,c05z02,c06a01,c06a02,c06a03,c06a04,c06a05,c06a06,c06b,c07,c08z01,c08z02,c08z03,c09,c10,c11,c12z01,c12z02,c12z03,c12z04,c12z05,c12z06,c13z01,c13z02,c13z03,c14z01,c14z02,c14z03,c15,c16z01,c16z02,c17,c18z01,c18z02,c18z03,c18z04,c18z05,c18z06,c18z07,c18z08,c18z09,c19,c20,c21a01,c21a02,c21b,c22,c23,d01,d02,d03z01,d03z02,d03z03,d03z04,d04z01,d04z02,d04z03,d04z04,d04z05,d04z06,d04z07,d04z08,d04z09,d04z10,d04z11,e01a,e01b,e02a,e02b,e02c,e02d,e02e01,e02e02,e03,f01,f02,f03,f04,f05,f06,g01,g02,g03a,g03b,g03c,g04a,g04b,g04c,g04d,g04e,g05a01,g05a02,g05a03,g05a04,g05a05,g05b01,g05b02,g05b03,g05b04,g05b05,g06z01,g06z02,g06z03,g06z04,g06z05,g06z06,g07,g08,g09,h01,h01a,h02,h02a,h03,h04,h05z01,h05z02,h05z03,h05z04
234,200901,3030110,主樣本,1953-1964出生之主樣本,正式訪問,303011,2000,1,31,9,30,220台北縣板橋,02 配偶,2 女,51,08 高職,1 很好,03 已婚,80,53,4 外省人,09 五專,1 很好,59,7 其他,5,01 繼續升學,65,02 國中,1 公立,1 有,68,04 就業,71,04 高職職業類科 ,2 私立,1 有,74,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,68,80,80,86,02 家人的資助,05 銀行貸款,2 沒有,2 沒有,2 沒有,1 有,88,062零售業,01 自己的儲蓄,跳答或不適用,1 是,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,062零售業,4100批發及零售業自營業主,"01 自己一人工作,沒有雇用其他人",07 500人以上,4 不固定,993不固定,2 無,0 跳答或不適用,1 有,10000,2 無,跳答或不適用,15000.0,35,2 未滿1年,0 跳答或不適用,6,1 是,0 不適用,2 否,2 無,2 無,2 無,1 有,2 無,1 有,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,1 有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,051土木工程業,"0220土木工程師(含一般工程師,建築工程師)",03 為私人雇主或私人機構工作,60000.0,42,2 沒有,0 跳答或不適用,2 無,2 無,1 有,2 無,1,0,0,2,0,0,0,0,0,0,0,28,1,25000.0,40000,0 跳答或不適用,25000,1 教育費用,13000.0,0 跳答或不適用,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,2 聊天,5 感情非常好,0 不適用,5 感情非常好,1 從未,2 偶爾,2 偶爾,2 偶爾,2 偶爾,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,1 有,2 無,2 無,2 偶爾,4 非常有影響,1 聊天,2 有,"3 先取出部份自己留用,其餘全部做為全家共用",2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 主要由妻子來管 ,1 主要由妻子來管,1,31,9,55
235,200901,3030120,主樣本,1953-1964出生之主樣本,正式訪問,303012,2000,1,28,10,7,220台北縣板橋,01 本人,1 男,48,06 高中普通科,2 好,03 已婚,80,55,4 外省人,07 高中職業科,2 好,55,1 閩南語,3,01 繼續升學,61,02 國中,1 公立,1 有,64,01 繼續升學,64,01 高中(普通科),2 私立,1 有,67,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,69,71,68,80,84,85,01 自己(與配偶)的儲蓄,05 銀行貸款,2 沒有,0 不適用,0 不適用,1 有,83,062零售業,06 向朋友借錢或標會 ,2,2 已經結束了,0 跳答或不適用,86,1 有,0 不適用,062零售業,4103汽車經銷商,03 為私人雇主或私人機構工作,07 500人以上,1 台灣,235台北縣中和,1 有,30000,1 有,30000,2 無,跳答或不適用,60000.0,42,3 已滿1年,10,0 跳答或不適用,1 是,60,1 是,1 有,2 無,2 無,1 有,2 無,1 有,2 沒有,1 有,2 沒有,2 沒有,2 沒有,1 有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,096社會福利/人民團體及其他社會服務業,"5202理髮,美容業自營業主【台灣職業分類】",97 其他 ,100000.0,42,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,1,0,0,0,0,0,0,0,4,8,40000.0,0 跳答或不適用,10000,30000,1 教育費用,70000.0,120000,1,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,2 二至三小時,2 聊天,3,0 不適用,5 感情非常好,2 偶爾,2 偶爾,2 偶爾,2 偶爾,2 偶爾,1 有,1 有,1 有,2 無,2 無,1 有,1 有,1 有,2 無,2 無,2 無,2 無,1 有,1 有,2 無,2 無,2 偶爾,2 些許影響,"3 看電影,吃館子,爬山,運動等",2 有,"3 先取出部份自己留用,其餘全部做為全家共用",2 有,"2 拿出小部分做為家庭的必需開銷,其餘全部自己留用",1 主要由妻子來管 ,3 夫妻二人共同管理,1,28,10,42
236,200901,3030200,主樣本,1953-1964出生之主樣本,正式訪問,303020,2000,1,31,14,20,220台北縣板橋,02 配偶,1 男,46,09 五專,2 好,03 已婚,69,45,2 本省閩南人,09 五專,2 好,51,1 閩南語,2,01 繼續升學,57,02 國中,1 公立,1 有,60,01 繼續升學,61,05 五年制專科學校,2 私立,1 有,66,97 其他,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,66,68,69,69,69,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,2 沒有,2 沒有,1 有,78,093教育、學術,05 銀行貸款 ,55,1 是,60,0 跳答或不適用,1 有,0 不適用,064餐旅業 ,"2111企業主持人(含董事會成員,銀行家,公司董事)","02 自己當老闆,而且有雇用別人",03 10-29人,1 台灣,203基隆市中山區,2 無,0 跳答或不適用,2 無,0 跳答或不適用,1 有,200000.0,200000.0,50,3 已滿1年,6,0 跳答或不適用,2 否,60,1 是,1 有,2 無,2 無,2 無,2 無,2 無,1 有,2 沒有,2 沒有,2 沒有,2 沒有,1 有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,097文化及康樂服務業,2112公司主持人,"02 自己當老闆,而且有雇用別人",300000.0,60,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,1,1,0,0,2,0,0,0,5,10,300000.0,0 跳答或不適用,0 跳答或不適用,50000,1 教育費用,150000.0,600000,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,2 聊天,4,5 感情非常好,5 感情非常好,1 從未,2 偶爾,1 從未,2 偶爾,2 偶爾,1 有,2 無,2 無,2 無,2 無,2 無,1 有,1 有,2 無,2 無,2 無,2 無,1 有,1 有,2 無,2 無,1 從未,4 非常有影響,4 沒有多少休閒時間,2 有,"1 全部自己留用,不必負擔家用",2 有,"1 全部自己留用,不必負擔家用",1 主要由妻子來管 ,2 主要由丈夫來管,1,31,14,54
237,200901,3030230,主樣本,1953-1964出生之主樣本,正式訪問,303023,2000,2,16,12,7,220台北縣板橋,01 本人,1 男,42,03 小學,3 普通,03 已婚,62,41,2 本省閩南人,01 無 ,3 普通,48,1 閩南語,0 完全不懂,05 幫家裡工作,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,62,65,59,62,64,71,0 跳答或不適用,05 銀行貸款,1 有,2 沒有,1 有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,071運輸業,"9859私家車司機,計程車司機","01 自己一人工作,沒有雇用其他人",01 少於3人,4 不固定,993不固定,2 無,0 跳答或不適用,2 無,0 跳答或不適用,1 有,40000.0,0 跳答或不適用,40,3 已滿1年,12,0 跳答或不適用,2 否,0 不適用,2 否,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,2 沒有,2 沒有,0 跳答或不適用,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,2 無,2 無,2 無,1 有,1,0,0,2,1,0,0,0,0,2,0,7,35,7000.0,30000,0 跳答或不適用,25000,1 教育費用,280000.0,2000,3,2 沒有,0 不適用,2 沒有,0 不適用,1 有,2 二至三小時,3 看電視,5 感情非常好,5 感情非常好,4,1 從未,1 從未,1 從未,1 從未,1 從未,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,1 毫無影響,1 聊天,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 無,0 跳答或不適用,1 主要由妻子來管 ,1 主要由妻子來管,2,16,12,37
238,200901,3030300,主樣本,1953-1964出生之主樣本,正式訪問,303030,2000,1,31,19,11,220台北縣板橋,02 配偶,2 女,46,04 初(國)中,2 好,03 已婚,78,45,2 本省閩南人,06 高中普通科,2 好,54,1 閩南語,0 完全不懂,01 繼續升學,60,02 國中,1 公立,1 有,63,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,63,78,79,74,02 家人的資助,05 銀行貸款,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0跳答不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,095醫療保健服務業,9852貨車司機(含其它未詳列之司機),03 為私人雇主或私人機構工作,30000.0,56,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,1,1,0,0,0,2,0,0,28,4,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,15000,1 教育費用,45000.0,75000,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,1 陪做功課,4,5 感情非常好,5 感情非常好,2 偶爾,2 偶爾,2 偶爾,2 偶爾,2 偶爾,1 有,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,2 些許影響,"3 看電影,吃館子,爬山,運動等",1 無,0 跳答或不適用,2 有,"3 先取出部份自己留用,其餘全部做為全家共用",1 主要由妻子來管 ,1 主要由妻子來管,1,31,19,25
239,200901,3030310,主樣本,1953-1964出生之主樣本,正式訪問,303031,2000,2,16,15,50,220台北縣板橋,01 本人,2 女,50,03 小學,1 很好,03 已婚,76,49,2 本省閩南人,03 小學,1 很好,58,1 閩南語,0 完全不懂,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,58,76,77,76,0 跳答或不適用,01 自己(與配偶)的儲蓄,2 沒有,2 沒有,2 沒有,1 有,77,062零售業,06 向朋友借錢或標會 ,3,1 是,3,0 跳答或不適用,1 有,0 不適用,062零售業,4100批發及零售業自營業主,"02 自己當老闆,而且有雇用別人",02 4-9人,1 台灣,108台北市萬華區,2 無,0 跳答或不適用,2 無,0 跳答或不適用,1 有,50000.0,50000.0,84,3 已滿1年,12,0 跳答或不適用,1 是,15,2 否,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,2 沒有,2 沒有,1 有,2 沒有,1 有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,062零售業,4100批發及零售業自營業主,"02 自己當老闆,而且有雇用別人",50000.0,84,2 沒有,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1,0,0,2,1,0,0,0,1,0,0,14,0 跳答或不適用,0 跳答或不適用,30000,0 跳答或不適用,20000,1 教育費用,240000.0,480000,3,2 沒有,0 不適用,2 沒有,0 不適用,1 有,2 二至三小時,7 其他,4,4,4,1 從未,2 偶爾,1 從未,1 從未,1 從未,1 有,1 有,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,1 有,2 無,2 無,2 無,1 從未,4 非常有影響,4 沒有多少休閒時間,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 主要由妻子來管 ,1 主要由妻子來管,2,16,16,15
240,200901,3030340,主樣本,1953-1964出生之主樣本,正式訪問,303034,2000,1,28,20,50,220台北縣板橋,02 配偶,2 女,43,03 小學,3 普通,03 已婚,64,41,2 本省閩南人,04 初(國)中,2 好,51,1 閩南語,0 完全不懂,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,60,64,65,67,01 自己(與配偶)的儲蓄,05 銀行貸款,2 沒有,0 不適用,0 不適用,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,97 其他,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0跳答不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,061批發業,4310專技銷售及諮詢服務人員,03 為私人雇主或私人機構工作,50000.0,995 超過上限值,2 沒有,0 跳答或不適用,2 無,2 無,1 有,2 無,1,0,0,1,3,0,0,0,0,0,0,12,3,21000.0,20000,0 跳答或不適用,10000,1 教育費用,150000.0,300000,4,2 沒有,0 不適用,2 沒有,0 不適用,1 有,3 三小時以上,2 聊天,5 感情非常好,5 感情非常好,5 感情非常好,1 從未,1 從未,1 從未,1 從未,1 從未,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,1 毫無影響,2 拜訪親友,1 無,0 跳答或不適用,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 主要由妻子來管 ,1 主要由妻子來管,1,28,21,10
241,200901,3030360,主樣本,1953-1964出生之主樣本,正式訪問,303036,2000,1,27,12,30,220台北縣板橋,02 配偶,2 女,52,03 小學,1 很好,03 已婚,68,43,2 本省閩南人,03 小學,1 很好,59,1 閩南語,0 完全不懂,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,65,68,69,77,01 自己(與配偶)的儲蓄,05 銀行貸款,2 沒有,0 不適用,0 不適用,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,098個人服務業/修理/洗染/家事業,"7990其它成衣,縫紉,裝飾品製造,及有關工作者 (含裝飾品製造工)",03 為私人雇主或私人機構工作,03 10-29人,1 台灣,220台北縣板橋,2 無,0 跳答或不適用,2 無,0 跳答或不適用,1 有,20000.0,20000.0,56,3 已滿1年,24,6,2 否,0 不適用,2 否,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,071運輸業,"9859私家車司機,計程車司機","01 自己一人工作,沒有雇用其他人",50000.0,91,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,2,0,0,0,0,0,0,0,28,0 跳答或不適用,20000.0,0 跳答或不適用,0 跳答或不適用,15000,1 教育費用,70000.0,56000,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,2 聊天,5 感情非常好,0 不適用,5 感情非常好,1 從未,1 從未,1 從未,1 從未,2 偶爾,2 無,2 無,1 有,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 偶爾,1 毫無影響,"3 看電影,吃館子,爬山,運動等",2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 主要由妻子來管 ,1 主要由妻子來管,1,27,1,5
242,200901,3030380,主樣本,1953-1964出生之主樣本,正式訪問,303038,2000,1,27,10,15,220台北縣板橋,02 配偶,2 女,50,01 無,1 很好,03 已婚,71,46,3 本省客家人,07 高中職業科,1 很好,0 跳答或不適用,0 跳答或不適用,0 完全不懂,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,68,71,72,75,01 自己(與配偶)的儲蓄,05 銀行貸款,2 沒有,0 不適用,0 不適用,1 有,80,062零售業,01 自己的儲蓄,1,2 已經結束了,0 跳答或不適用,81,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0跳答不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,094大眾傳播事業,3800電信工作人員,06 為政府機構工作,60000.0,6,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,2,0,0,0,0,0,0,0,21,21,0 跳答或不適用,180000,0 跳答或不適用,30000,1 教育費用,47000.0,260000,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,2 聊天,5 感情非常好,0 不適用,5 感情非常好,1 從未,3 經常,1 從未,1 從未,1 從未,2 無,1 有,1 有,1 有,1 有,1 有,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,3 經常,3 有影響,"3 看電影,吃館子,爬山,運動等",1 無,0 跳答或不適用,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 主要由丈夫來管,2 主要由丈夫來管,1,27,11,40
243,200901,3030390,主樣本,1953-1964出生之主樣本,正式訪問,303039,2000,1,31,19,50,220台北縣板橋,01 本人,1 男,49,07 高中職業科,1 很好,03 已婚,80,48,4 外省人,08 高職,3 普通,56,3 國語,8,01 繼續升學,62,02 國中,1 公立,1 有,65,01 繼續升學,65,02 高中職業類科,2 私立,1 有,68,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,69,72,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,071運輸業,9852貨車司機(含其它未詳列之司機),03 為私人雇主或私人機構工作,02 4-9人,1 台灣,115台北市南港區,2 無,0 跳答或不適用,1 有,45000,2 無,跳答或不適用,0 跳答或不適用,45,3 已滿1年,5,0 跳答或不適用,1 是,120,2 否,1 有,2 無,2 無,2 無,2 無,2 無,2 沒有,2 沒有,2 沒有,2 沒有,1 有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,071運輸業,3211秘書(含秘書長),03 為私人雇主或私人機構工作,40000.0,55,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,1,1,0,0,0,0,0,0,8,10,35000.0,20000,0 跳答或不適用,25000,1 教育費用,100000.0,0 跳答或不適用,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,2 二至三小時,1 陪做功課,3,5 感情非常好,4,2 偶爾,2 偶爾,3 經常,1 從未,1 從未,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,1 有,1 從未,3 有影響,4 沒有多少休閒時間,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 主要由丈夫來管,2 主要由丈夫來管,1,31,20,15
244,200901,3030410,主樣本,1953-1964出生之主樣本,正式訪問,303041,2000,1,31,10,30,220台北縣板橋,01 本人,1 男,51,06 高中普通科,2 好,03 已婚,80,54,2 本省閩南人,08 高職,2 好,58,3 國語,8,01 繼續升學,64,02 國中,2 私立,1 有,67,01 繼續升學,67,01 高中(普通科),2 私立,1 有,70,02 準備重考,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,72,75,75,80,82,82,02 家人的資助,05 銀行貸款,1 有,2 沒有,2 沒有,1 有,78,064餐旅業 ,03 與朋友合資 ,8,2 已經結束了,0 跳答或不適用,80,1 有,0 不適用,062零售業,4103汽車經銷商,03 為私人雇主或私人機構工作,07 500人以上,1 台灣,220台北縣板橋,1 有,25000,1 有,50000,2 無,跳答或不適用,75000.0,72,3 已滿1年,6,8,1 是,20,2 否,1 有,2 無,2 無,2 無,2 無,1 有,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,1 有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,095醫療保健服務業,"0710專業護士(含護士長,其它未詳列之護士,專科護士,護理師)",03 為私人雇主或私人機構工作,25000.0,44,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,0,2,0,0,1,0,0,0,10,40,20000.0,50000,0 跳答或不適用,15000,1 教育費用,10000.0,0 跳答或不適用,2,2 沒有,0 不適用,1 有,1 男孩,1 有,1 不到一小時,3 看電視,5 感情非常好,4,0 不適用,2 偶爾,2 偶爾,2 偶爾,1 從未,1 從未,1 有,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,1 有,1 有,2 無,2 無,2 偶爾,2 些許影響,2 拜訪親友,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 主要由妻子來管 ,1 主要由妻子來管,1,31,10,50
